Aircraft Type,Country,Type_of_Travellers,Route,Seat_Types,Seat Comfort,Date Flown,Cabin Staff Service,Ground Service,Food & Beverages,Wifi & Connectivity,Inflight Entertainment,Value For Money,Recommended
A320,United Kingdom,Couple Leisure,London to Buenos Aires,Premium Economy,3.00,23-Jan,1.00,4.00,1.00,2.70,1.00,1.00,no
Boeing 777-300,United Kingdom,Solo Leisure,London to Vancouver,Premium Economy,4.00,23-Jan,4.00,4.00,1.00,1.70,1.00,1.00,no
A320,United Kingdom,Solo Leisure,Faro to London,Economy Class,1.00,23-Jan,2.00,4.00,3.00,1.00,1.30,3.00,no
A380,United Kingdom,Solo Leisure,Heathrow to Johannesburg,First Class,4.00,23-Jan,5.00,5.00,4.00,3.00,3.00,4.00,yes
Boeing 777-200,United Kingdom,Couple Leisure,Cape Town to London,Business Class,4.00,23-Jan,5.00,4.00,5.00,4.00,4.00,4.00,yes
Boeing 777-300ER,United Kingdom,Couple Leisure,London to Male,Business Class,5.00,23-Jan,5.00,5.00,5.00,2.00,5.00,4.00,yes
A320,United Kingdom,Solo Leisure,London to Vienna,Business Class,3.00,22-Dec,2.00,1.00,1.00,1.30,1.70,1.00,no
A320,United States,Couple Leisure,Johannesburg to Los Angeles via London,Economy Class,2.00,23-Jan,2.00,1.00,2.00,1.30,2.00,2.00,no
A320,United Kingdom,Solo Leisure,London Gatwick to Alicante,Economy Class,1.00,23-Jan,2.30,1.30,2.00,1.00,1.70,1.00,no
Boeing 787-8,United Kingdom,Family Leisure,London to Tel Aviv,Economy Class,4.00,22-Dec,5.00,4.00,4.00,4.00,3.00,5.00,yes
Boeing 777-200,United Kingdom,Couple Leisure,London Heathrow to Cape Town,Business Class,3.00,23-Jan,5.00,4.00,5.00,5.00,5.00,4.00,yes
A320,United Kingdom,Solo Leisure,Gatwick to Dublin,Economy Class,3.00,23-Jan,5.00,1.00,3.00,3.00,3.30,1.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Athens Greece ,Premium Economy,3.00,22-Apr,4.00,3.00,1.00,1.00,1.00,1.00,no
Boeing 777-200,United Kingdom,Family Leisure,Atlanta to London,Economy Class,1.00,23-Jan,1.00,1.00,1.00,1.00,3.00,2.00,no
A380,United Kingdom,Family Leisure,London to Chicago,Economy Class,3.00,22-Dec,2.00,3.00,3.00,2.70,4.00,2.00,no
A320,Canada,Family Leisure,Istanbul to Vancouver via Heathrow,Economy Class,1.00,23-Jan,5.00,1.00,1.00,1.00,1.00,1.00,no
"A320, A380",United States,Family Leisure,Vienna to Los Angeles via London Heathrow,Business Class,1.00,23-Jan,2.00,1.00,1.00,1.00,1.00,1.00,no
A320,United States,Business,London to San francisco,Business Class,2.00,23-Jan,5.00,2.00,2.00,1.00,1.00,1.00,no
A321,United Kingdom,Business,London to Belfast,Economy Class,4.00,23-Jan,5.00,5.00,3.00,4.00,4.00,4.00,yes
A380,United Kingdom,Business,Doha to London,Economy Class,5.00,22-Dec,3.00,5.00,1.00,2.00,1.00,4.00,no
Boeing 777,United Kingdom,Couple Leisure,London to Barbados,Business Class,3.00,22-Dec,4.00,4.00,4.00,1.30,2.00,3.00,no
Boeing 777,United Kingdom,Solo Leisure,London Gatwick to Cape Town,Premium Economy,3.00,22-Dec,4.00,2.00,4.00,3.00,2.00,3.00,no
A350,United Kingdom,Solo Leisure,Cape Town to London,Business Class,4.00,22-Dec,3.00,1.00,2.00,1.30,2.00,2.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Frankfurt,Economy Class,3.00,22-Dec,3.00,1.00,1.70,1.30,2.70,1.00,no
A320,Canada,Family Leisure,Vancouver to Delhi via London,Economy Class,1.00,22-Dec,2.30,1.30,2.00,1.00,1.70,1.00,no
A320,France,Couple Leisure,Marseille to London,Economy Class,3.00,22-Dec,3.00,4.00,2.00,2.30,2.00,5.00,yes
Boeing 777-300,United Kingdom,Couple Leisure,London to Male,First Class,2.00,22-Dec,2.00,3.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Solo Leisure,Keflavik to London Heathrow,Economy Class,2.00,22-Dec,3.00,1.00,2.70,2.00,3.30,1.00,no
A320,United Kingdom,Business,London Heathrow to Frankfurt,Business Class,3.00,22-Oct,4.00,1.00,3.00,1.30,2.30,1.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Bangkok via Doha,Economy Class,2.00,22-Dec,2.00,1.00,2.00,1.00,2.00,1.00,no
A320,United Kingdom,Couple Leisure,London Gatwick to Cancun,Premium Economy,4.00,22-Nov,1.00,1.00,1.00,2.30,3.00,1.00,no
A320,United States,Solo Leisure,London to Phoenix,Premium Economy,3.00,22-Dec,5.00,1.00,4.00,2.70,3.00,4.00,no
A321,United Kingdom,Business,London to Rome,Business Class,4.00,22-Dec,4.00,1.00,5.00,4.00,2.00,4.00,yes
Boeing 777,United Kingdom,Couple Leisure,Barbados to London Heathrow,Business Class,1.00,22-Dec,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 777-200,New Zealand,Solo Leisure,Doha to  Gatwick,Economy Class,2.00,22-Nov,5.00,3.00,4.00,2.70,4.00,5.00,yes
A320,United Kingdom,Business,Glasgow to London,Business Class,5.00,22-Dec,5.00,5.00,3.00,3.00,3.00,3.00,no
Boeing 777,United Kingdom,Couple Leisure,London to Boston,Premium Economy,3.00,22-Dec,4.00,3.00,3.00,2.30,2.00,3.00,yes
A320,Czech Republic,Solo Leisure,London to Prague,Business Class,2.00,22-Nov,1.00,2.00,1.00,1.00,1.70,1.00,no
A320,United Kingdom,Business,London to Larnaca,Business Class,1.00,22-Dec,2.00,2.00,2.00,1.00,2.30,3.00,no
A320,United Kingdom,Family Leisure,Cairo to London,Economy Class,3.00,22-Dec,2.00,3.00,1.00,1.00,2.30,2.00,no
Boeing 787-9,United States,Business,Denver to London,Economy Class,1.00,22-Dec,1.00,1.00,1.00,1.70,3.00,1.00,no
A320,United Kingdom,Solo Leisure,London to Marrakech,Business Class,3.00,22-Jun,5.00,4.00,5.00,3.30,2.70,3.00,yes
A380,United States,Solo Leisure,San Francisco to London,Economy Class,2.00,22-Nov,1.00,3.00,2.00,1.00,2.00,2.00,no
A320,United Kingdom,Solo Leisure,London to Lisbon,Business Class,3.00,22-Nov,4.00,3.00,4.00,2.00,2.70,3.00,yes
Boeing 787 / A320,Canada,Solo Leisure,Montreal to Edinburgh via London Heathrow,Economy Class,4.00,22-Jan,4.00,4.00,4.00,4.30,4.00,4.00,yes
A320,United States,Solo Leisure,Miami to Budapest via London,Economy Class,2.00,22-Nov,3.00,1.00,3.00,2.00,4.00,1.00,no
A320,Canada,Solo Leisure,Amman Jordan to London UK (Heathrow),Premium Economy,3.00,22-Nov,2.00,4.00,1.00,1.70,3.00,2.00,no
A320,United States,Solo Leisure,Dusseldorf to London via Los Angeles,Economy Class,1.00,22-Aug,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 777,United Kingdom,Solo Leisure,London to Cape Town,Business Class,4.00,22-Nov,2.00,1.00,1.00,2.30,4.00,1.00,no
A320,Italy,Solo Leisure,Milan to Dallas via London ,Economy Class,2.00,22-Nov,5.00,2.00,2.00,2.00,2.00,1.00,no
Boeing 787-8,Malaysia,Solo Leisure,Baltimore to London Heathrow,Economy Class,1.00,22-Nov,3.00,2.00,3.00,1.00,1.00,3.00,yes
A320,United Arab Emirates,Couple Leisure,Dubai to Belfast via London,Business Class,3.00,22-Oct,3.00,1.00,3.00,2.00,2.00,1.00,no
A320,United States,Couple Leisure,Dallas to Bologna via London,Economy Class,5.00,22-Jul,5.00,1.00,4.70,3.30,4.30,1.00,no
A320,United States,Solo Leisure,San Francisco to London,Economy Class,1.00,22-Oct,2.30,1.00,2.00,1.00,1.70,1.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Gibraltar,Economy Class,2.00,22-Oct,1.00,3.00,1.00,1.00,1.00,3.00,no
Boeing 777,United Kingdom,Solo Leisure,London Heathrow to Nairobi,Business Class,3.00,22-Oct,1.00,1.00,1.00,1.00,2.00,1.00,no
A350-1000,United States,Solo Leisure,London to Los Angeles,Business Class,5.00,22-Oct,4.00,3.00,5.00,5.00,5.00,5.00,yes
A320,United States,Solo Leisure,Copenhagen to Heathrow,Business Class,3.00,22-Oct,5.00,4.00,5.00,5.00,2.00,5.00,yes
A320,United Kingdom,Family Leisure,Larnaca to London,Economy Class,1.00,22-Oct,2.00,2.00,1.00,1.30,1.00,2.00,no
Boeing 787-10,United States,Couple Leisure,Atlanta to London,Business Class,5.00,22-Oct,4.00,5.00,4.00,5.00,5.00,4.00,yes
A380,United States,Solo Leisure,Madrid to San Francisco via London,Business Class,3.00,22-Sep,1.00,3.00,1.00,1.70,4.00,1.00,no
A380,Malaysia,Solo Leisure,London to Washington,Economy Class,3.00,22-Oct,5.00,2.00,5.00,2.00,3.00,5.00,yes
A380,United Kingdom,Couple Leisure,London to San Francisco,Economy Class,1.00,22-Oct,1.00,1.00,3.00,5.00,3.00,1.00,no
A320,United Kingdom,Solo Leisure,London to Delhi,Economy Class,2.00,22-Oct,2.00,4.00,1.00,1.70,3.00,1.00,no
Boeing 777-300,United States,Couple Leisure,London to Los Angeles,Economy Class,3.00,22-Oct,4.00,4.00,3.00,3.00,4.00,4.00,yes
Boeing 777,United Kingdom,Couple Leisure,Miami to London Heathrow,Business Class,5.00,22-Oct,5.00,4.00,3.00,2.70,2.00,3.00,yes
A380,United Kingdom,Solo Leisure,Dubai to London,Business Class,4.00,22-Oct,4.00,4.00,4.00,2.00,2.00,3.00,yes
A320neo,United States,Couple Leisure,London to Cairo,Economy Class,1.00,22-Oct,1.00,4.00,1.00,1.00,2.70,1.00,no
Boeing 777,United States,Solo Leisure,Orlando to London Gatwick,Business Class,5.00,22-Oct,5.00,5.00,5.00,4.00,5.00,4.00,yes
A321neo,United Kingdom,Business,London to Cairo,Economy Class,2.00,22-Oct,4.00,3.00,1.00,2.00,3.00,1.00,no
A380,United States,Couple Leisure,Dallas to London,Economy Class,2.00,22-Sep,4.00,4.00,2.00,3.00,4.00,3.00,yes
A319,United Kingdom,Couple Leisure,Jersey to London Heathrow,Business Class,4.00,22-Sep,4.00,3.00,4.00,2.00,3.00,4.00,yes
A320,United Kingdom,Couple Leisure,London Heathrow to Jersey,Business Class,4.00,22-Sep,5.00,3.00,4.00,4.30,3.70,4.00,yes
A320-200,United States,Solo Leisure,Istanbul to London Heathrow,Business Class,1.00,22-Sep,3.00,3.00,2.00,2.30,1.00,2.00,no
Boeing 777-200,United States,Solo Leisure,London Heathrow to New York JFK,Business Class,5.00,22-Sep,4.00,5.00,4.00,4.70,4.00,5.00,yes
A320,Singapore,Business,Gothenburg to Jersey via London,Economy Class,2.00,22-Jun,2.00,1.00,2.30,1.00,2.00,1.00,no
A320,United Kingdom,Solo Leisure,Heathrow to Mexico City,Premium Economy,5.00,22-Sep,5.00,5.00,5.00,5.00,5.00,5.00,yes
A320,Netherlands,Solo Leisure,London to Tampa,Economy Class,5.00,22-Sep,5.00,5.00,5.00,5.00,5.00,5.00,yes
A320,Australia,Solo Leisure,Sydney to London via Singapore,Economy Class,1.00,22-Sep,3.00,4.00,2.00,5.00,5.00,2.00,yes
A320,United Kingdom,Couple Leisure,London to Lisbon,Economy Class,4.00,22-Sep,5.00,3.00,1.00,1.70,3.00,3.00,yes
A320,United States,Business,London to Istanbul,Business Class,1.00,22-Sep,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Couple Leisure,London to Manchester,Economy Class,4.00,22-Sep,1.00,1.00,2.00,1.00,1.00,1.00,no
Boeing 777,New Zealand,Family Leisure,London to Rome,Economy Class,4.00,22-Aug,4.00,1.00,3.00,3.00,3.30,2.00,no
A320,United Kingdom,Couple Leisure,London Gatwick to Malaga,Business Class,3.00,22-Sep,5.00,4.00,5.00,1.00,1.00,3.00,yes
A320,United Kingdom,Business,Heathrow to Tenerife,Economy Class,1.00,21-Nov,2.30,1.30,2.00,1.00,1.70,1.00,no
A320,United Kingdom,Couple Leisure,Manchester to Seattle via London,Economy Class,3.00,22-Aug,2.00,4.00,1.00,2.30,2.00,3.00,no
A320,United States,Couple Leisure,San Francisco to London,Premium Economy,2.00,22-Apr,1.00,1.00,2.00,1.00,3.00,1.00,no
A320,United Kingdom,Couple Leisure,Berlin to London City,Economy Class,3.00,22-Aug,5.00,2.00,4.00,3.00,3.30,4.00,yes
Boeing 787,United Kingdom,Couple Leisure,Tel Aviv to London,Economy Class,5.00,22-Aug,5.00,3.00,5.00,3.70,5.00,4.00,yes
A320,United Kingdom,Solo Leisure,London to Manila via Singapore,Business Class,1.00,22-Jun,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Solo Leisure,London to Barcelona,Economy Class,1.00,22-Jun,2.00,1.00,1.00,1.30,1.00,1.00,no
A320,United States,Business,Los Angeles to Thessaloniki via London,Business Class,2.00,22-Jun,2.00,1.00,1.00,1.00,1.30,1.00,no
A320,Ireland,Couple Leisure,Boston to Dublin via London,Economy Class,5.00,22-Aug,5.00,5.00,5.00,1.00,5.00,5.00,yes
A320,United States,Couple Leisure,London to New York,Economy Class,5.00,22-Jul,5.00,5.00,5.00,5.00,5.00,3.00,yes
Boeing 777,South Africa,Family Leisure,Cape Town to London Heathrow,Economy Class,2.00,22-Aug,1.00,4.00,1.00,1.70,3.00,3.00,no
A320,United States,Couple Leisure,Dallas Ft Worth to London,Premium Economy,3.00,22-May,5.00,4.00,5.00,3.70,3.70,4.00,yes
A320,United Kingdom,Family Leisure,London to Amsterdam,Economy Class,1.00,22-Jul,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Solo Leisure,London to Marrakesh,Business Class,1.00,22-Jun,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,Ghana,Solo Leisure,Accra to London,Economy Class,1.00,21-Nov,2.30,1.00,2.00,1.00,1.70,1.00,no
A320,United States,Solo Leisure,Nairobi to New York via London,Economy Class,3.00,22-Jul,5.00,3.00,3.00,1.70,2.30,1.00,no
A380,United Kingdom,Family Leisure,San Francisco to London,Business Class,4.00,22-Jul,5.00,4.00,4.00,5.00,4.00,4.00,yes
A320,United Kingdom,Solo Leisure,London to Amman,Economy Class,1.00,22-May,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United States,Family Leisure,Edinburgh to Washington via London,Economy Class,2.00,22-Jul,2.00,1.00,2.00,1.00,2.30,1.00,no
A320,Netherlands,Couple Leisure,Vancouver to Amsterdam via London,Economy Class,5.00,22-Jun,5.00,1.00,5.00,3.30,5.00,1.00,no
A350-1000,United Kingdom,Couple Leisure,Sao Paulo to Heathrow ,Economy Class,1.00,22-Jul,2.00,3.00,3.00,1.00,1.00,3.00,yes
A321,Australia,Couple Leisure,London to Reykjavik,Economy Class,3.00,22-May,4.00,1.00,1.00,3.30,4.00,4.00,yes
A321,United Kingdom,Business,Belfast to London,Economy Class,4.00,22-Jul,5.00,2.00,2.00,3.00,4.00,4.00,yes
A320,United Kingdom,Couple Leisure,London to Malaga,Business Class,1.00,22-Jul,2.30,1.30,2.00,1.00,1.70,1.00,no
A320,Canada,Couple Leisure,London to Toronto,Business Class,5.00,22-Jul,5.00,5.00,5.00,3.70,5.00,5.00,yes
A350,United Kingdom,Family Leisure,London to Los Angeles,Business Class,4.00,22-Jul,4.00,5.00,4.00,5.00,5.00,4.00,yes
A320,United States,Family Leisure,Washington to London,Economy Class,1.00,22-Jul,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United States,Solo Leisure,Nairobi to New York via London,Premium Economy,1.00,22-Jul,1.00,1.00,1.00,1.00,1.00,1.00,no
Embraer 190,United States,Couple Leisure,Dublin to London City,Business Class,4.00,22-Jul,4.00,1.00,3.00,3.70,3.30,1.00,no
"A320, Boeing 787",Italy,Solo Leisure,Venice to Baltimore via London Heathrow,Premium Economy,3.00,22-Jul,3.00,1.00,3.00,1.00,2.00,2.00,no
A320,United States,Couple Leisure,London to Nairobi,Premium Economy,1.00,22-Jun,2.30,1.30,2.00,1.00,1.70,1.00,no
A350,South Africa,Couple Leisure,London Heathrow to Johannesburg,Economy Class,1.00,22-Jun,3.00,2.00,3.00,1.00,2.00,4.00,no
A320,Ireland,Family Leisure,Belfast to London,Economy Class,1.00,22-Jun,2.30,1.00,2.00,1.00,1.70,1.00,no
A320,United States,Family Leisure,London to Johannesburg,Business Class,2.00,22-Jun,2.00,1.00,2.00,1.00,2.00,1.00,no
A320,Australia,Couple Leisure,London to Paris,Economy Class,1.00,21-Jul,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United States,Business,Miami to Paris,Business Class,3.00,22-Jun,4.00,3.00,4.00,1.00,2.00,1.00,no
A320,Canada,Family Leisure,Edmonton to Cairo,Economy Class,2.00,22-Jun,2.00,1.00,1.00,1.00,1.00,2.00,no
A320,Netherlands,Couple Leisure,Amsterdam to Montreal via London,Premium Economy,2.00,22-Jun,2.00,2.00,2.00,2.00,2.00,2.00,no
A320,Hong Kong,Solo Leisure,Hong Kong to London,Economy Class,1.00,22-Apr,2.30,1.30,2.00,1.00,1.70,1.00,no
A320,Singapore,Family Leisure,Belfast to London,Economy Class,3.00,22-Jun,1.00,1.00,2.00,2.30,2.30,1.00,no
A350,United Kingdom,Business,London to Johannesburg,Economy Class,1.00,22-Jun,4.00,3.00,1.00,1.00,2.00,2.00,no
A320,United Kingdom,Couple Leisure,Paris CDG to London Heathrow,Economy Class,1.00,22-Jun,4.00,2.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Couple Leisure,Portland to London,Business Class,2.00,22-Jun,4.00,4.00,2.00,1.00,2.00,2.00,no
A320,United Kingdom,Business,London to Malaga,Business Class,3.00,22-Jun,2.00,2.00,2.00,3.00,1.70,3.00,no
A320,United States,Couple Leisure,Boston to Edinburgh via Heathrow,Economy Class,1.00,22-Jun,4.00,1.00,4.00,1.00,3.00,1.00,no
A320,Canada,Couple Leisure,Edmonton to Santorini via Toronto / London,Economy Class,1.00,22-Jun,1.00,1.00,1.00,1.00,1.00,1.00,no
A380,Canada,Solo Leisure,Vancouver to London,Economy Class,1.00,22-Jun,2.00,2.00,1.00,1.00,3.00,3.00,no
Boeing 777-200,United Kingdom,Couple Leisure,London to san Francisco,Business Class,4.00,22-Jun,4.00,2.00,3.00,4.00,5.00,4.00,yes
A320,Netherlands,Business,London to Amsterdam,Economy Class,2.00,22-Jun,2.00,2.00,2.00,1.30,1.30,1.00,no
Boeing 777,United Kingdom,Couple Leisure,Cancun to London Gatwick,Premium Economy,4.00,22-Jun,3.00,3.00,2.00,2.70,4.00,3.00,no
A320,Germany,Couple Leisure,Phoenix to Hamburg via London,Economy Class,2.00,22-Jun,2.00,1.00,3.00,1.30,4.00,1.00,no
A320,United States,Family Leisure,Dallas Fort-Worth to Toulouse via London,Business Class,1.00,22-Jun,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Couple Leisure,London to Thira,Business Class,5.00,22-Jun,5.00,5.00,5.00,3.70,5.00,5.00,yes
A320,United Kingdom,Family Leisure,Islamabad to Manchester via Gatwick,Economy Class,5.00,22-Apr,5.00,5.00,5.00,3.00,4.70,4.00,yes
A380,United Kingdom,Solo Leisure,Vancouver to London,Business Class,4.00,22-Jun,5.00,2.00,3.00,4.00,4.00,5.00,yes
Boeing 777-300ER,United Kingdom,Business,London to Boston,Economy Class,4.00,22-May,5.00,5.00,5.00,5.00,3.30,3.00,yes
A320,South Africa,Solo Leisure,Johannesburg to Toronto via London,Economy Class,4.00,22-May,4.00,4.00,4.00,1.00,3.30,3.00,yes
A320,United Kingdom,Couple Leisure,Zurich to London,Economy Class,1.00,22-Feb,2.30,1.00,2.00,1.00,1.70,1.00,no
Boeing 777,South Africa,Couple Leisure,Johannesburg to London Heathrow,Business Class,4.00,22-Apr,4.00,3.00,3.00,1.70,3.00,3.00,yes
A320,Switzerland,Couple Leisure,Miami to Zurich via London,Business Class,4.00,22-May,3.00,1.00,3.00,2.70,4.00,1.00,no
Boeing 777-300,United Kingdom,Family Leisure,Bridgetown to London ,Economy Class,1.00,22-May,5.00,3.00,1.00,1.30,3.00,1.00,no
A320,United Kingdom,Family Leisure,London to Malaga,Business Class,2.33,22-May,2.70,1.00,2.00,1.00,2.30,2.00,no
A320,United Kingdom,Couple Leisure,Dubrovnik to London,Business Class,2.00,22-May,2.00,4.00,1.00,1.00,1.70,1.00,no
A320,Bermuda,Couple Leisure,Amsterdam to London,Economy Class,2.00,22-May,1.00,1.00,1.00,1.00,2.00,1.00,no
A320,United States,Business,Columbus to Nairobi via Chicago / London,Economy Class,1.00,22-May,2.30,1.30,2.00,1.00,1.70,1.00,no
A320,United Kingdom,Solo Leisure,London to Geneva,Economy Class,1.00,22-Mar,2.30,1.30,2.00,1.00,1.70,1.00,no
A320,United Kingdom,Solo Leisure,London to Mauritius,Business Class,1.00,22-Mar,2.30,1.00,2.00,1.00,1.70,1.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Malaga,Economy Class,3.00,22-May,2.00,1.00,1.00,1.00,1.00,3.00,no
A320,Germany,Solo Leisure,Basel to Johannesburg via London,Economy Class,1.00,22-May,2.00,1.00,2.00,1.00,2.00,2.00,no
A320,United Kingdom,Couple Leisure,Athens to London,Business Class,2.00,22-May,4.00,3.00,3.00,2.00,1.00,2.00,no
Boeing 787,United Kingdom,Solo Leisure,London to Mexico City,Premium Economy,5.00,22-Apr,4.00,4.00,4.00,3.70,3.00,4.00,yes
A320,United States,Business,Glasgow to New York,Economy Class,3.00,22-May,4.00,1.00,4.00,4.00,4.00,1.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Los Angeles,Economy Class,1.00,22-May,5.00,4.00,3.30,1.00,2.70,1.00,no
Boeing 777,United Arab Emirates,Solo Leisure,Dubai to Milan Malpensa via London,Premium Economy,5.00,22-May,5.00,5.00,5.00,3.00,5.00,5.00,yes
A320,United States,Solo Leisure,Los Angeles to London,Economy Class,1.00,22-May,2.30,1.30,2.00,1.00,1.70,1.00,no
Boeing 777,Botswana,Solo Leisure,London to Cape Town,Economy Class,2.00,22-Apr,1.00,1.00,2.00,1.00,2.30,1.00,no
A320,Brazil,Solo Leisure,São Paulo to Milan via London,Economy Class,5.00,22-Apr,5.00,5.00,5.00,5.00,5.00,5.00,yes
A321 Neo,Panama,Family Leisure,Madrid to London Heathrow,Business Class,3.00,22-Apr,5.00,5.00,5.00,3.70,3.70,4.00,yes
A320,United Kingdom,Couple Leisure,Dubrovnik to London Heathrow,Business Class,4.00,22-Apr,5.00,5.00,5.00,2.30,3.30,5.00,yes
A320,United Kingdom,Business,London to Aberdeen,Business Class,1.00,22-Apr,2.00,3.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Solo Leisure,Pisa to London Heathrow,Business Class,1.00,22-Mar,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 737 800,South Africa,Couple Leisure,Johannesburg to Durban,Economy Class,1.00,22-Apr,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,Sweden,Couple Leisure,Gothenburg to Manchester via London,Economy Class,3.00,22-Apr,3.00,1.00,1.00,1.00,2.30,1.00,no
Boeing 787,United Kingdom,Solo Leisure,Chicago to London,Business Class,5.00,22-Mar,5.00,3.00,5.00,3.70,4.00,4.00,yes
A320,United Arab Emirates,Couple Leisure,Riyadh to Nice via London,Economy Class,2.00,22-Apr,3.00,1.00,2.00,2.00,3.00,2.00,no
A320,Australia,Couple Leisure,London to Glasgow,Business Class,1.00,22-Apr,2.30,1.30,2.00,1.00,1.70,1.00,no
A380,United Kingdom,Family Leisure,Glasgow to Washington via London,Economy Class,4.00,22-Apr,5.00,4.00,4.00,3.00,3.00,3.00,yes
A320neo,United Kingdom,Business,Malaga to London,Business Class,2.00,22-Apr,4.00,2.00,2.00,1.00,1.30,2.00,no
A320,United States,Couple Leisure,Nice to Dallas via London,Economy Class,5.00,22-Apr,5.00,5.00,4.00,5.00,5.00,4.00,yes
A320,United Kingdom,Solo Leisure,London to Paris,Economy Class,1.00,22-Mar,1.00,1.00,1.00,1.00,2.30,3.00,no
A320 / Boeing 777,France,Couple Leisure,Phoenix to Paris via London,Business Class,3.00,22-Apr,2.00,2.00,2.00,2.00,1.00,2.00,no
Boeing 777-200,United States,Business,Phoenix to London Heathrow,Business Class,5.00,22-Apr,5.00,4.00,5.00,3.00,5.00,5.00,yes
A320,United States,Couple Leisure,Santorini to Los Angeles via London,Economy Class,1.00,22-Apr,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Family Leisure,London to Tokyo,Business Class,1.00,22-Jun,2.30,1.30,2.00,1.00,1.70,1.00,no
Embraer,United Kingdom,Solo Leisure,Edinburgh to London City,Business Class,5.00,22-Apr,5.00,5.00,5.00,3.00,4.70,4.00,yes
Boeing 777-200ER,United Kingdom,Solo Leisure,Vancouver to London,Business Class,4.00,22-Mar,4.00,2.00,4.00,5.00,4.00,5.00,yes
A319,United Kingdom,Couple Leisure,London to Venice,Business Class,2.00,22-Mar,4.00,2.00,2.00,2.70,1.70,3.00,yes
A320,United Kingdom,Business,London to Barcelona,Business Class,1.00,22-Apr,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 777,United Kingdom,Couple Leisure,Barbados to Heathrow,Business Class,2.00,22-Mar,3.00,4.00,3.00,1.00,1.00,3.00,yes
A320,United Kingdom,Business,Heathrow to Bologna,Economy Class,1.00,22-Apr,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,Switzerland,Business,Geneva to London,Business Class,4.00,22-Apr,5.00,1.00,4.00,3.00,4.30,4.00,no
A320,Australia,Solo Leisure,London to Singapore,Economy Class,1.00,22-Apr,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 777,United Kingdom,Couple Leisure,London to Barbados,Business Class,4.00,22-Mar,5.00,4.00,4.00,4.30,2.00,4.00,yes
Boeing 777,United Kingdom,Couple Leisure,Cape Town to London Heathrow,Business Class,3.00,22-Mar,3.00,3.00,1.00,1.00,1.70,1.00,no
A320,United Kingdom,Couple Leisure,Sydney to Heathrow,Economy Class,3.00,22-Mar,1.00,2.00,1.00,1.30,1.00,4.00,no
A320,United Kingdom,Business,London to Malaga,Business Class,2.00,22-Mar,1.00,1.00,2.00,1.00,1.00,1.00,no
A320,United States,Couple Leisure,Austin to London via Dublin,Economy Class,2.00,22-Mar,1.00,1.00,2.00,1.00,2.30,1.00,no
